Param1	Param2	Boards Accepted	Boards Scored	Board	Score	Time
20.0	480	23	920	sgapnrlciaeostts	2001	8.708
20.0	500	25	922	tsrglerepanecstd	2208	8.801
20.0	520	37	1819	saetnrtseiaesplb	2861	20.242
20.0	540	47	1773	terosinslateperd	2968	18.681
20.0	560	36	1548	berolastritedens	2463	16.604
20.0	580	52	2539	heosstrneaiercls	2646	24.467
30.0	20	38	148	sceuedalorisbetn	1057	0.825
30.0	40	14	89	boshricegntoasep	905	0.487
30.0	60	21	305	pseyertsdnatocer	1552	2.434
30.0	80	39	460	deeprntresiaregm	1720	4.071
30.0	100	27	324	hnietetrraessmld	1456	2.356
30.0	120	50	688	pseteranaticsler	2009	7.045
30.0	140	56	517	quseeertbdtasaehm	1054	3.418
30.0	160	65	761	otsdnreiaeltpsta	1867	6.428
30.0	180	38	813	strseaiergndoset	2438	8.196
30.0	200	36	782	pstreaiedrlncegs	2412	7.384
30.0	220	43	1175	satsrtlieeabdsht	1874	10.594
30.0	240	28	954	hsdetiernratseps	2100	8.559
30.0	260	66	2159	spmslieaantrstes	2639	21.847
30.0	280	45	925	hrsotertitaeonsc	1700	8.359
30.0	300	48	838	saehprtsoiertnst	1972	7.844
30.0	320	68	1179	eistdmrcpeaeslts	2215	9.952
30.0	340	48	2100	clsheiaesnrtites	2177	18.407
30.0	360	43	1883	hsniborelatseste	1953	16.259
30.0	380	35	2402	gresenalstipares	3357	27.229
30.0	400	56	2416	stlseaienrenotsr	2196	22.832
30.0	420	53	2799	sniletaptresosid	2786	32.508
30.0	440	42	1639	restcstesaripeng	2008	16.42
30.0	460	50	1863	sraletipsnesorat	2753	21.395
30.0	480	56	1802	rspbtelaratidesm	2180	18.212
30.0	500	83	1671	dtlpseaterisgnte	2253	14.778
30.0	520	72	1668	tnibetalsrepunds	2685	16.809
30.0	540	104	1830	dsngietinralosep	2380	17.396
30.0	560	69	1383	tsgdarenetisslap	2752	14.308
30.0	580	52	1403	sgesarntteaidslp	3148	15.357
40.0	20	10	65	deroedntrsieelsm	912	0.456
40.0	40	20	103	srlbieaetpsclats	1305	0.72
40.0	60	43	347	uaesrntrseiaedmr	2003	3.033
40.0	80	54	876	sergntaeaildsped	1873	7.36
40.0	100	58	371	tchpesaesrtrpeed	1646	3.105
40.0	120	27	353	talgstedesintreg	1678	2.743
40.0	140	51	1224	raieglnsaeetsrdr	1867	10.935
40.0	160	41	1062	lpsleaittrenesga	2312	9.843
40.0	180	77	1144	reesestnpriesats	1776	9.951
40.0	200	57	1008	pmrleaiastnsoret	1928	8.451
40.0	220	48	1178	depolaseitrssned	2400	10.665
40.0	240	57	862	andrimepsrasdetl	1867	7.135
40.0	260	107	2961	stedenaloriptset	2717	27.536
40.0	280	75	1606	rtsreaiemltndees	2415	16.404
40.0	300	77	1560	sedspatelirtsens	2936	16.04
40.0	320	53	1927	snilgdaserepstor	2242	18.47
40.0	340	40	1280	bepslarsditement	2366	13.164
40.0	360	52	1516	tsegenalrtirosed	2598	14.541
40.0	380	37	927	ktseenapsrilotes	2683	9.408
40.0	400	46	1579	teapsrtscaiemsnd	2190	16.125
40.0	420	60	2605	tepusirslanepetd	2829	26.834
40.0	440	76	2185	terssinelatgpers	3282	21.074
40.0	460	63	1307	cnsriletetassrip	2233	12.74
40.0	480	46	2165	censsatireladeps	2737	25.089
40.0	500	45	1521	segrrntaetisslap	2455	14.646
40.0	520	58	2285	ndesetrnsaiempls	2739	23.171
40.0	540	25	1118	rsthtelaniveders	2014	9.937
40.0	560	68	2123	aitsglerinadtset	1795	17.442
40.0	580	53	689	lmqupiaedsnrsmosu	894	3.681
50.0	20	75	210	wyslatagerinnsns	995	0.956
50.0	40	104	391	sndotiepnarsreto	1439	2.163
50.0	60	126	943	etrssalepintcest	1762	7.078
50.0	80	49	444	sntseiaetlpruest	2119	3.602
50.0	100	79	612	sesrpatemlinibas	1687	4.389
50.0	120	154	660	satirtmeeinrtses	1507	4.481
50.0	140	85	1067	segrtrneeaitslse	2195	8.269
50.0	160	73	1347	ctsreaierltnpesa	2477	13.622
50.0	180	40	761	rdreeiatntlssrel	2036	6.093
50.0	200	80	1138	sesuntroiaecclsd	2449	9.769
50.0	220	80	1210	utsanetrdirebamd	1872	10.008
50.0	240	90	1268	desetnrtaieablst	2452	11.061
50.0	260	80	2121	risdetneseagtrel	2118	19.474
50.0	280	49	1539	opesslatatirenes	2689	16.41
50.0	300	75	1913	dtsreetarnilsaps	2135	16.928
50.0	320	84	2475	slespatrmiresens	2618	25.478
50.0	340	72	1349	ingrtaessertsido	2014	11.743
50.0	360	108	1901	ntslpeiaartnstes	2386	18.755
50.0	380	59	2367	lediparesetsther	2233	24.736
50.0	400	74	2049	stidenalgressitd	2763	18.673
50.0	420	160	2255	slpseiaesntrgtes	2917	22.278
50.0	440	85	2569	pindlatestrsreip	2693	25.82
50.0	460	45	2315	otepsraldetsnire	2274	23.674
50.0	480	44	1399	streenaleritsdes	2484	14.001
50.0	500	121	3529	splseiaertnrsets	3232	40.114
50.0	520	144	2899	bsgelernpatistse	2143	26.509
50.0	540	82	2124	dtrosetslaeiifrd	2020	18.719
50.0	560	58	1931	rtsperilenamstes	2527	20.292
50.0	580	86	3177	srauetrpdiselent	2121	27.994
60.0	20	26	77	ateeoirmdeotsisr	564	0.447
60.0	40	51	205	dmtmiesrsnaeetil	1440	1.412
60.0	60	44	228	dtesertnlsaioimw	1684	1.662
60.0	80	52	502	phtqufaiesdrndets	1036	3.649
60.0	100	112	848	tinelarspestdeta	1669	6.666
60.0	120	33	505	oseortrdeaiepsln	2295	5.015
60.0	140	101	599	dneseitrcracotel	1908	4.649
60.0	160	95	1753	esaratilrnepgesr	2168	13.845
60.0	180	49	726	aseatrnteiaeslms	2480	7.01
60.0	200	116	1285	sedutinelartbesu	2738	11.179
60.0	220	130	1192	htnreiaerslpheso	2134	10.176
60.0	240	95	1514	segatnrtiaesslpr	3062	16.178
60.0	260	54	1008	epimdlasaetcsreh	1819	8.424
60.0	280	49	1190	htersandriledest	2257	11.129
60.0	300	71	1608	istdpreaaerslcto	1935	15.026
60.0	320	70	2011	gstdnreiiealdtsp	2580	19.259
60.0	340	99	1728	sersltieratndesa	2518	16.383
60.0	360	133	1881	deerltnssaigpert	2476	16.246
60.0	380	127	2282	onedgriseatspler	2203	21.196
60.0	400	66	1060	apsrrdeneiatslsr	2002	9.036
60.0	420	149	2174	igrssenotitaares	2018	17.613
60.0	440	83	1272	rsecotarenimsred	2304	12.363
60.0	460	120	1558	sterlarstiethsnd	2184	13.57
60.0	480	85	2257	alsditeronagsres	2360	19.892
60.0	500	143	2600	etndsaielerscapt	2391	24.159
60.0	520	46	1240	srdseeaepltnsios	2006	11.42
60.0	540	134	1788	dislnelosarttecs	2211	16.152
60.0	560	93	1692	iosrdlpeeiassrte	2249	15.622
60.0	580	91	2052	snilgeatsrestdip	2227	18.34
70.0	20	55	191	iehystrioeaetdlt	841	1.142
70.0	40	109	480	mirsaenrsteauslg	1488	3.285
70.0	60	120	378	geeorntseaiphslo	1808	2.476
70.0	80	119	634	rsnipetadarecils	2441	5.424
70.0	100	97	838	ctessarprtiodesn	2253	7.085
70.0	120	139	685	rdrtseneltesrath	1556	4.845
70.0	140	46	1106	rendpsielatscere	2174	10.675
70.0	160	97	1202	sarepotsrinasels	2258	11.002
70.0	180	57	1158	hclseaenstrireta	2018	10.175
70.0	200	159	747	elseatapiretnesd	1933	6.389
70.0	220	112	1052	ucesdrtnreaisslg	2253	9.475
70.0	240	96	1796	sngsirepetalrsce	2405	16.863
70.0	260	78	1811	otegsrndeaieplts	3108	18.475
70.0	280	112	722	lstreaehtrcsnesa	1742	6.142
70.0	300	134	1891	sapsltreietadsni	2353	17.366
70.0	320	104	2140	sepstaronitrgsen	2535	21.219
70.0	340	67	1997	resgdrtneaietspr	2668	21.164
70.0	360	81	2351	sneditamelissred	2459	23.695
70.0	380	68	2676	serspatelintdesa	3045	32.014
70.0	400	117	2040	lasdeitednraiest	2187	18.955
70.0	420	108	1103	dnmseaiestrntesg	2407	10.38
70.0	440	214	3329	dmtseiaesnrpgter	2621	32.296
70.0	460	204	2567	saescrlpheaidstn	2561	22.286
70.0	480	136	2742	gldranesetipsral	2916	26.167
70.0	500	174	1335	plrsaieastnceros	2343	11.451
70.0	520	196	2366	dnssietelartspis	2411	23.218
70.0	540	85	1892	gsedtniletapsrsh	2849	18.022
70.0	560	114	1670	dtirletesarstepo	2215	16.804
70.0	580	125	1989	tselrragetindsed	2391	18.569
80.0	20	65	228	outngrespadrshte	1047	1.17
80.0	40	163	759	esnirtreeiattlsm	1522	5.029
80.0	60	131	562	selaseminarsoted	1375	3.556
80.0	80	171	862	tselerategissnel	2250	6.447
80.0	100	185	498	vlneaisdrteoporp	1414	2.809
80.0	120	184	1238	destnirstalosebe	2379	9.151
80.0	140	164	1015	dnbleiaestrgtesu	2182	7.503
80.0	160	142	1681	clsreaiedrtniesi	2418	16.549
80.0	180	167	1253	dnareitssretopad	2446	11.285
80.0	200	96	877	clcsetaertrpseso	1801	7.655
80.0	220	81	991	gaesnstreiatdres	2220	9.266
80.0	240	223	1020	qulineatstrercsid	1627	6.911
80.0	260	152	1745	rseceralotidsnes	2509	17.859
80.0	280	79	848	gneterisedalstep	2628	8.37
80.0	300	38	446	iesquntanererisec	1010	4.191
80.0	320	80	1566	stnleaielrtspaeh	2214	16.367
80.0	340	163	1064	isquitretetasgnil	1574	7.061
80.0	360	116	2686	etsestaneriprdes	2434	28.768
80.0	380	194	3276	redwsenamitslare	2505	31.515
80.0	400	60	2651	gsernitsteaisrlp	2252	23.901
80.0	420	160	767	bektlarequitsalnd	985	4.085
80.0	440	150	3100	dnsoierprtaielsn	2041	29.796
80.0	460	165	1670	gelpraisstnrteed	2637	15.081
80.0	480	91	2572	setsplrneaiedstd	2859	25.509
80.0	500	115	1335	etedsralecophdes	2158	11.845
80.0	520	98	3088	dresenalstipresr	2911	31.405
80.0	540	93	1511	seasrltmpeissdna	2205	13.412
80.0	560	179	3093	gtegsnareitsdere	2307	28.403
80.0	580	137	2192	rsdatertnatesils	2521	21.056
90.0	20	190	507	ertousayseldtrec	910	2.828
90.0	40	271	963	oregtsaserptgeoy	1150	6.519
90.0	60	153	784	eliosanstereragd	1581	5.953
90.0	80	136	781	rapseilestngteas	2005	5.664
90.0	100	104	735	dsndperieateclst	2176	6.315
90.0	120	177	957	sthceiaenrprtset	2078	7.528
90.0	140	158	750	reirsltdpaesmerr	1889	5.339
90.0	160	153	1094	dashietpnraltsec	1869	8.731
90.0	180	115	1701	upestsanetilsrap	1954	16.172
90.0	200	305	1329	desonirtatarised	2131	10.304
90.0	220	343	1593	dltmaeissrneetos	1976	11.62
90.0	240	138	2157	tesprtalesirtned	2350	19.98
90.0	260	209	1456	sinasetstareerid	1930	13.642
90.0	280	160	2308	stngeiaesrlppoes	2875	22.946
90.0	300	93	1947	alsoitacenergsts	2151	17.914
90.0	320	289	2534	desalintpatemsrs	2933	23.984
90.0	340	129	1769	gsettniriealrtsp	2303	16.207
90.0	360	252	1885	setadrtseaielsnr	2289	16.952
90.0	380	104	2612	denaritsetaesrlp	2641	24.204
90.0	400	203	2685	apsrirelntadgesh	2126	21.903
90.0	420	266	2932	oretstrseaiedmnd	2655	27.747
90.0	440	83	2248	srpseaeiltndsies	2529	23.505
90.0	460	225	2831	dseoeaprtritsnes	2242	25.52
90.0	480	217	2262	sethrdesenilstap	2379	21.103
90.0	500	278	2192	lehssarcpetodins	2465	19.235
90.0	520	202	1972	saetclrseaiestnd	2641	17.085
90.0	540	177	3887	perglanttiseserd	3125	37.934
90.0	560	195	2883	heltcapertsresed	2121	24.961
90.0	580	287	2832	smasiretetilsnas	2517	26.991
100.0	20	71	157	scicmonteirerstb	932	0.739
100.0	40	360	863	dusenertitarhsul	1533	4.468
100.0	60	235	847	tgessrntieaitdlp	2672	6.04
100.0	80	283	1198	espdtraeiercmdso	1834	8.606
100.0	100	195	1352	asersnitpatsdere	2002	10.891
100.0	120	170	1050	senelirtatesrshd	1841	8.44
100.0	140	224	1488	mdorinesseattrls	1808	11.623
100.0	160	209	583	qudesenarrticmush	1325	2.97
100.0	180	400	1869	stleeiasnrtcsaeh	2446	14.778
100.0	200	260	1816	hcissarttelecids	2037	13.897
100.0	220	232	2688	serapitslaneserg	3357	25.547
100.0	240	198	1209	tnersitslarepedp	2631	9.998
100.0	260	335	1777	restdiponarpstey	2133	11.873
100.0	280	193	1433	speseraltgitsnes	2565	10.785
100.0	300	314	3000	aserpltseiaedtnr	2495	28.073
100.0	320	236	2466	dstseiaentrpsous	2714	23.397
100.0	340	122	1768	saesdntreeiasrps	2708	16.859
100.0	360	194	3862	caerstngeiasdrtp	2370	37.156
100.0	380	86	2009	seneritrelassped	2428	18.126
100.0	400	223	1921	atestinrlaresets	2378	17.2
100.0	420	188	2341	dsplteranitemals	2502	23.501
100.0	440	253	1875	srotenrstieaaslt	2131	15.614
100.0	460	185	2511	selprtaierntdees	2558	25.366
100.0	480	346	3757	seialtrneaespstd	2433	36.976
100.0	500	328	2443	blptoaessrteetin	2101	21.822
100.0	520	279	2861	tesdsirepatelins	2550	30.994
100.0	540	341	3062	salsditenernstas	2339	25.947
100.0	560	260	1790	geserntraieapsld	2650	15.181
100.0	580	225	3487	stlpniaeetrssred	2754	34.045
110.0	20	216	504	botagarstsemetap	887	2.624
110.0	40	252	484	anadsrelepetiras	1482	2.445
110.0	60	224	1082	siesnrtletaissec	2033	9.002
110.0	80	277	1058	tednsarepitsenle	1876	7.512
110.0	100	344	1291	atspetalsrieecns	2067	8.578
110.0	120	257	973	sremetritanssige	1830	7.116
110.0	140	395	1067	retasnlsoieatrtd	1814	6.421
110.0	160	320	2275	inilesapetertros	1753	19.186
110.0	180	315	1506	sretetasnipesalr	2285	11.518
110.0	200	298	1450	seeatrlteaisnden	2152	11.969
110.0	220	328	1400	etsdlaieprtnresa	2471	11.373
110.0	240	112	1376	detsntrnsaieepls	2953	13.436
110.0	260	242	1864	reseprtneaietsld	2647	17.63
110.0	280	143	1687	mestdaritencsglo	1864	12.629
110.0	300	261	2006	pltseaietrndstes	2904	19.245
110.0	320	373	2160	setidrnseiagstle	2862	17.505
110.0	340	302	2613	ldngeieasrtsetac	2309	24.28
110.0	360	246	2298	nertstasesiptred	2061	20.737
110.0	380	255	2601	dstarenrtilesaps	2800	23.84
110.0	400	374	1368	pdesserttaneligs	2517	10.106
110.0	420	294	1545	sgasnilheatewsrs	2074	11.421
110.0	440	170	2245	sdeterastlipsted	2415	21.342
110.0	460	287	2392	stsreiaenrlpsted	2657	20.475
110.0	480	432	3355	slpsaiaentrdgesi	2957	32.133
110.0	500	304	2773	slpseaiegntrasea	2953	25.317
110.0	520	328	2991	prshdlecieatsprs	2231	25.478
110.0	540	317	2668	letssaretintedes	2232	23.077
110.0	560	293	3002	tsedcrineaetslts	2297	26.847
110.0	580	354	2658	ctirhrepseasdltc	2209	22.45
120.0	20	362	945	iapeetrdhraieshc	820	4.841
120.0	40	280	725	lntlaiesprdnesoe	1572	4.063
120.0	60	305	982	aselirteutarresl	1060	5.417
120.0	80	347	814	patdlerestiraces	1508	4.403
120.0	100	435	1876	eralsteteinstrah	1645	13.519
120.0	120	267	1218	pirgsaneetidhrse	1938	8.985
120.0	140	319	1276	srstetenalicpsam	1983	9.503
120.0	160	269	1535	itessnrleaiepmts	2512	11.986
120.0	180	363	2275	sdeseritgnapsilc	2220	18.498
120.0	200	363	2838	wsldtaieenrsdret	2461	24.05
120.0	220	369	1795	eseegntreaisslpe	2618	14.191
120.0	240	477	1577	perolatsstnoreig	2185	10.366
120.0	260	245	2055	serstilerangetsa	2700	18.766
120.0	280	219	2164	snldeaietrtsaser	2505	21.194
120.0	300	451	2113	gnotsirstaecltnh	1715	13.404
120.0	320	259	2353	seporansgetidsla	2245	20.042
120.0	340	244	867	ziquiamtnsaestrle	904	4.504
120.0	360	407	3059	hsebetaleripsdes	2694	29.733
120.0	380	298	2150	sitddresenapstih	2559	18.736
120.0	400	333	2731	eserntrdiaeirpst	2382	25.911
120.0	420	276	4345	sldsaiepntradest	2694	44.607
120.0	440	347	1957	stescrtreaeopsnd	2201	17.656
120.0	460	472	3216	spaseltnraiestsr	2664	25.061
120.0	480	441	3255	smlcaiaentrdsees	2675	29.185
120.0	500	319	3500	cstdoaetprlisets	2328	30.271
120.0	520	383	3152	rdetserstaneligd	2392	27.663
120.0	540	202	2981	aditsresetaldnib	2646	30.045
120.0	560	346	3424	dscaperglanesits	3117	29.899
120.0	580	395	3590	prcheaedstlrteso	2168	32.769
130.0	20	212	368	prsdoeettslfwain	1358	1.647
130.0	40	410	813	snestirplearelsc	1642	4.002
130.0	60	349	959	steceiahsrlstedo	1625	5.893
130.0	80	296	764	iswhdreseatnslia	1694	4.49
130.0	100	533	1437	hdnspietslareser	1870	8.12
130.0	120	374	825	dalgrenisttsorea	1800	4.281
130.0	140	339	2462	trcsiaeilstnsera	1965	20.972
130.0	160	356	1640	pedelarssitemend	2470	13.559
130.0	180	558	2355	rerestalasipgner	2260	17.987
130.0	200	323	1612	dsrteinelatepisd	2085	12.501
130.0	220	408	1739	selpganiretssred	2240	13.422
130.0	240	282	1282	rsloeatltneiirsm	1656	8.928
130.0	260	417	1057	frequitahretssale	1155	5.335
130.0	280	297	1971	gromenabdtilsres	2482	15.636
130.0	300	415	2285	sposerildtaneste	2109	17.842
130.0	320	321	1962	teposarsetiedsnd	2503	18.485
130.0	340	395	1673	dssreiaertnlsous	2323	12.847
130.0	360	392	3088	plsdaietntrsteac	2501	30.696
130.0	380	341	2705	rssdetiesarnlegs	2412	23.414
130.0	400	380	2495	seatrprseoiestnd	2260	21.652
130.0	420	323	2061	sdesgritenalstse	2720	17.028
130.0	440	238	2505	scaperistnetsars	2490	22.941
130.0	460	566	2911	srgdeaeatnltoise	2092	22.546
130.0	480	344	2376	slaspettriessgnr	2319	18.686
130.0	500	426	1645	qusopettrrasengli	1326	10.032
130.0	520	365	2854	lpmcseainrtslier	2206	25.872
130.0	540	497	4048	gresenapstilared	3247	37.66
130.0	560	630	2797	tsederntreaisplc	2857	22.604
130.0	580	232	3009	oseptraletimsned	2910	32.44
140.0	20	467	830	dnrfteatitscbtes	1015	3.421
140.0	40	392	937	taprsrneetaslile	1248	5.18
140.0	60	458	1224	disgfetnraiectsr	1830	7.015
140.0	80	498	1512	haesstlrstepenad	1595	8.832
140.0	100	430	1089	secasrtseiaendrp	2029	6.962
140.0	120	412	1739	roldpsieetardrsp	1718	11.614
140.0	140	372	1813	gneritsmolassper	2013	12.867
140.0	160	474	1237	sgnsderilatepsts	2567	8.033
140.0	180	462	1523	rsilentatiresedk	1708	9.6
140.0	200	427	1825	destrgnreaieslts	3103	13.079
140.0	220	436	2046	yerultsoaescrpha	1540	14.758
140.0	240	544	2504	sinsperolatebtsh	2445	21.428
140.0	260	354	3076	sredenittlassrep	2961	28.875
140.0	280	487	2412	rspedealtritanes	2291	18.6
140.0	300	328	1837	drszaetsstepanir	1626	14.268
140.0	320	403	1843	ironsdeteraspmil	2015	15.015
140.0	340	270	2869	stesntrdeiaeslps	2981	26.38
140.0	360	479	2681	sesppartlitedens	2856	24.92
140.0	380	508	2522	snereitsdratspel	2654	20.984
140.0	400	510	2390	petasantrtiserel	2226	19.108
140.0	420	493	2462	stcriaeslrtnseai	2323	23.042
140.0	440	374	2589	snasetiltredasev	2600	24.642
140.0	460	438	2084	trepslasenittder	2610	15.599
140.0	480	369	2441	psrelaetmitssena	2186	20.544
140.0	500	451	4380	sretenisgtalsrep	3282	40.948
140.0	520	371	3303	speserattnilased	3086	32.347
140.0	540	485	3646	rsdapentlitesars	2987	33.37
140.0	560	493	3393	rtsrdileneapstrs	2450	26.899
140.0	580	397	3373	sntditesolarspes	2481	29.582
150.0	20	495	722	lrteblasatincreg	1297	2.738
150.0	40	409	894	ferttaesnilssote	1390	4.475
150.0	60	512	1488	spudalegiteranse	2053	9.07
150.0	80	626	1718	aerlvsleeitartrs	1475	9.903
150.0	100	488	988	quesabrrtlateesne	1088	4.463
150.0	120	362	1071	burscrteeaistspn	1893	6.924
150.0	140	501	1751	ocedsranelitfdes	2397	11.607
150.0	160	496	1515	sresotipenaltser	2687	10.084
150.0	180	537	1601	sineprtreaesldin	2067	9.95
150.0	200	479	2741	sclpnaeotirssent	2255	21.265
150.0	220	429	2070	setudnrseaieplth	2538	17.591
150.0	240	544	2505	matsrinetedrstes	2254	19.801
150.0	260	443	1773	slcgeainprtesors	2607	13.095
150.0	280	491	2573	yriletansetedirs	1863	21.33
150.0	300	352	2285	srlpteasnitesord	2501	19.607
150.0	320	268	2064	ngedarelrtasseni	1885	18.916
150.0	340	554	3079	serspitelangsers	3322	25.719
150.0	360	493	2506	stsrepaeerilsdts	2243	20.88
150.0	380	629	4242	setsntraaiedlpsr	2937	39.656
150.0	400	483	3743	pstdiaeelnrsseti	2583	36.169
150.0	420	336	2437	sengpirslaterest	2970	25.24
150.0	440	485	2297	dresenitstarasec	2387	20.501
150.0	460	449	1889	derdnicetalsserp	2598	15.177
150.0	480	464	3157	teposarslitedeng	2978	29.761
150.0	500	552	3968	reigstndlaesperg	2448	34.507
150.0	520	682	3322	otessnrpeiaedlts	3057	27.749
150.0	540	381	2657	stosalepirasstec	2086	23.807
150.0	560	571	2357	sertnalstipeserd	2948	18.258
150.0	580	616	4147	sengrtiseralsdep	2968	35.509
160.0	20	569	982	uasrtletaenirasg	1129	4.473
160.0	40	507	859	ofirsnaodetbshse	690	3.278
160.0	60	626	1363	ceguranieetsadre	1282	6.95
160.0	80	406	1365	psrttaeserilsnat	1760	9.098
160.0	100	422	1233	srtsreapnilsster	2121	8.052
160.0	120	475	1685	snatetilaredisra	2012	12.377
160.0	140	498	1718	brapetinasedrtsr	2195	12.298
160.0	160	745	1756	slcsiaehnrttseas	2236	10.369
160.0	180	584	1956	dsaeeitlnrecosah	2088	13.09
160.0	200	632	1729	secartnreiaeslms	2524	11.251
160.0	220	543	2125	rsdrcetelanspime	2240	15.767
160.0	240	613	1389	sedgrtnreiaeslcs	2715	8.372
160.0	260	415	2098	scephtasereltsod	2033	16.806
160.0	280	396	1691	rquamerilstesnetd	1636	12.111
160.0	300	455	2535	mplcsaedtcreeohs	1871	17.973
160.0	320	549	2244	testsrrpeiaednts	2635	18.787
160.0	340	587	2937	spaleridatenstsr	2543	25.831
160.0	360	626	2471	retostrseaiegnld	2675	19.599
160.0	380	423	2126	denscitelaredesp	2714	18.094
160.0	400	512	3093	plspaeaintrdsies	2494	27.522
160.0	420	482	4349	larspitesentdras	3053	40.785
160.0	440	497	2763	hosetsrteaehprcd	1915	23.159
160.0	460	507	3255	esegrtnraiaemlsd	2713	28.86
160.0	480	526	2443	tsegeranplitsres	2780	20.218
160.0	500	474	3508	asedltarsirtnese	2127	30.335
160.0	520	400	3235	tsedenilgrapstes	2995	31.37
160.0	540	528	2784	etigrltneaesdspr	2304	22.462
160.0	560	517	4557	seostrlpeaeadscr	2192	40.977
160.0	580	567	3304	seiontrdiaesclpr	3064	29.89
170.0	20	556	908	rwocelaistericst	1169	3.523
170.0	40	610	1169	dsimtlatoetrrseg	1266	5.503
170.0	60	512	1444	dsnapetisarenims	2101	9.762
170.0	80	716	1608	gersnipedralsett	1736	8.255
170.0	100	513	1772	atesrrtnseaidtcl	2258	12.811
170.0	120	560	2269	setarstraeiapdns	2039	17.474
170.0	140	570	1839	btsrraleeitestns	2138	11.805
170.0	160	686	1650	inswtetesarilens	1701	10.533
170.0	180	548	2365	staleripenesgstd	2700	19.871
170.0	200	662	2405	pcidaretstaserin	2043	17.279
170.0	220	779	2301	bpassliteneridos	2292	14.888
170.0	240	574	2151	pseerldneaiestsr	2122	15.576
170.0	260	636	1975	oserrtsnaeiohdrp	1852	13.388
170.0	280	488	2137	setspradolentsit	2214	16.707
170.0	300	619	1365	nqustresrcaeibtsd	1017	6.675
170.0	320	599	2097	cesentrnaieoblst	2056	14.945
170.0	340	565	3002	testrtnesaidpler	2795	25.555
170.0	360	652	2967	caetsrnsteiodalp	2171	22.354
170.0	380	616	3135	sresteitalnasger	2319	22.074
170.0	400	592	3103	slpcteassrtndeia	2361	25.381
170.0	420	663	2906	nacrtiresetsdali	2198	24.777
170.0	440	606	3252	hsnatetidarelesr	2244	27.363
170.0	460	506	3069	lseratrdteaisplc	2162	26.809
170.0	480	576	2464	srasetipanergdse	2663	19.881
170.0	500	571	3268	dtniaetscreaosbl	1941	26.325
170.0	520	611	3683	desugnrdeaieslts	2813	30.034
170.0	540	579	2659	asidtrepetalsnic	3088	23.21
170.0	560	776	2770	estmterilanepist	2258	20.885
170.0	580	504	2101	setspraneligtsed	2388	16.692
