Param1	Param2	Boards Accepted	Boards Scored	Board	Score	Time
2	210	585	1755	dltseiaesnrdites	2858	9.04
2	220	1475	4425	pltseaiesrndptes	3128	23.387
2	230	833	2499	stdleiaegrtsnion	1975	10.934
2	240	538	1614	ledrtaresitsdena	2715	8.363
2	250	1466	4398	seisgnrteaoutspc	2078	18.479
2	260	1302	3906	seisldrniaeopstr	2410	18.514
2	270	863	2589	sensrtlieatpdnes	2082	11.479
2	280	1259	3777	tressintlatapers	2674	17.688
2	290	1383	4149	rdhsseictlatores	2194	18.764
3	10	41	164	fesncrtihuelosad	1066	0.406
3	20	99	396	usihoterrasutect	1347	1.303
3	30	186	744	senpntioestlwrae	1281	2.212
3	40	294	1176	sglrnieadatssero	2236	4.45
3	50	110	440	esiavrtneaeelssd	1832	2.021
3	60	370	1480	healtrstiaesgnll	1603	6.151
3	70	349	1396	mrinpatesershtdi	1900	5.585
3	80	386	1544	opetarsnetieslad	2295	6.229
3	90	421	1684	serttipanalssges	2236	6.727
3	100	554	2216	idessrntteaidclb	2860	9.805
3	110	626	2504	stesdrtneaieplsd	2765	11.059
3	120	340	1360	drrseatitsetserh	1510	5.77
3	130	375	1500	staleredirentfis	1641	6.985
3	140	951	3804	rspleeiadntrgset	2887	18.721
3	150	456	1824	tspieaelrtlrsies	2111	7.749
3	160	580	2320	setsdiraneprstes	2486	12.451
3	170	443	1772	serptitasneteras	1825	7.625
3	180	565	2260	heslcatirtneeisg	2031	9.554
3	190	592	2368	ldareietsrnsotuo	2059	10.046
3	200	599	2396	amedetilsrandege	2270	9.945
3	210	560	2240	ratdetleseisgnrp	2199	9.281
3	220	1067	4268	tsedetirsnapages	2603	19.449
3	230	800	3200	garspetesalideng	2020	14.803
3	240	818	3272	dereentssiartleg	2411	13.994
3	250	638	2552	geissnrtatealesd	1967	11.439
3	260	950	3800	anerstiseatdprre	2353	18.248
3	270	541	2164	sengrtiseralsdeb	2871	9.205
3	280	982	3928	tsederinpratspes	2650	19.325
3	290	799	3196	sretatnslisederp	2302	14.621
4	10	29	145	ltogisrotenafilg	943	0.397
4	20	88	440	hertcatoldeuuars	1017	1.103
4	30	96	480	essecntaiaelnrse	1332	1.777
4	40	295	1475	srehotasslitered	2131	5.79
4	50	249	1245	osactretaesidinm	1664	4.587
4	60	358	1790	dingseriretacasf	2017	7.23
4	70	363	1815	dpassertbitequns	1814	5.873
4	80	469	2345	lctreaessrndetig	2271	10.004
4	90	189	945	toucpsrteaeirsdl	1621	3.659
4	100	261	1305	dalstesestrnlaiu	1752	5.043
4	110	407	2035	atescrndeaiestls	2699	8.841
4	120	319	1595	sanspitemarefils	2283	6.702
4	130	350	1750	sntsaeiartresehd	1724	7.476
4	140	638	3190	resplatiminesers	2397	14.934
4	150	515	2575	srenetissatlcred	2090	11.03
4	160	300	1500	stesaltrliaequsnt	1728	5.428
4	170	661	3305	tublsrocesahrtel	1797	12.218
4	180	889	4445	detonirsteaestlp	2444	20.571
4	190	848	4240	osedtrinelatspes	3038	20.198
4	200	438	2190	atessrleeiapdtsh	2489	9.371
4	210	1157	5785	sptseiaednrcsets	2858	27.036
4	220	1142	5710	splseiaedrntsets	3158	26.018
4	230	1029	5145	tsidprenaetitsla	2298	22.04
4	240	915	4575	splsreaiertctseh	2460	21.8
4	250	953	4765	dslfetaiirnpsdes	2412	18.67
4	260	936	4680	setgrtnseaiesplr	3022	20.961
4	270	880	4400	dplsseaontrcaies	2622	19.0
4	280	464	2320	plersaisetndsreg	2661	9.992
4	290	894	4470	lepsdarecetsshro	2298	20.077
5	10	81	486	srpehiessgnslaoe	957	1.245
5	20	122	732	trvsseahrtelhosr	1275	1.908
5	30	166	996	stimrescdoranupe	1571	3.35
5	40	173	1038	sthsonaeilercits	1484	3.387
5	50	334	2004	eridstecisarente	1990	7.804
5	60	183	1098	tealmstpuoretans	1169	3.478
5	70	286	1716	cmadorelsniseate	1824	6.043
5	80	456	2736	sdnpreiatelssapo	2221	11.514
5	90	315	1890	etseranrtilesedi	2109	7.781
5	100	490	2940	sepstaletirgsens	3005	11.405
5	110	483	2898	idessntroiaspled	2359	10.307
5	120	371	2226	asirtneteiasrlph	2085	9.101
5	130	559	3354	spleeiatnrtssoeh	2654	13.922
5	140	449	2694	caehtrtssiaeepls	1987	11.999
5	150	283	1698	gesuntrciaieelps	2472	6.758
5	160	490	2940	psanelitarescsdr	2184	11.398
5	170	858	5148	oresslapetirgned	2722	22.202
5	180	586	3516	acsdtrepetilsnas	2990	14.92
5	190	922	5532	sedstareniltgess	2703	24.276
5	200	968	5808	detolnrsiaeepstd	2588	24.59
5	210	858	5148	dslpreiaantrstes	3037	23.874
5	220	594	3564	cegnlriaeatstspe	1988	15.438
5	230	525	3150	rdhtseictnrtiaes	2132	11.644
5	240	987	5922	piessrntteaidpls	2934	26.126
5	250	1114	6684	desonilprtaeestr	2528	28.008
5	260	728	4368	spesealrrtiesend	2778	18.441
5	270	727	4362	mrtseiaesndrotes	2639	19.304
5	280	649	3894	seratidbnalegers	2655	16.492
5	290	555	3330	splsieatdrecersh	2388	14.835
6	10	31	217	tvedweinmsrshoth	827	0.454
6	20	87	609	letssarnhtiesesp	1837	2.398
6	30	133	931	opstrtereiaemsng	1979	3.497
6	40	240	1680	dslbteaohtrnsees	2053	6.096
6	50	247	1729	dtldepaesircftse	1590	5.631
6	60	195	1365	licepanssetimars	2208	6.822
6	70	170	1190	lrfduiaedntretes	1560	4.377
6	80	252	1764	usedprtseaiestng	2615	7.478
6	90	412	2884	apsdiserentlrais	1823	11.513
6	100	524	3668	plcseainstroreta	2034	14.57
6	110	628	4396	dngleaietstrines	2078	17.08
6	120	398	2786	deshitaperilsnet	2428	11.777
6	130	670	4690	srdaeierglatsnis	2359	18.347
6	140	403	2821	epossrlcteaerstd	2009	10.95
6	150	572	4004	aserrtabenilsdes	2650	17.231
6	160	500	3500	srtdeaesclinstor	2159	14.259
6	170	772	5404	stlsaeiarntrcese	2324	23.58
6	180	483	3381	diharetssealtrbm	1824	12.43
6	190	1378	9646	snedorisetaphsel	2771	44.503
6	200	1320	9240	esemstaperilgnes	2792	58.978
6	210	907	6349	srapeteilsndpait	1976	47.04
6	220	542	3794	dnrsteiastlpraes	2463	19.598
6	230	513	3591	wlsdiaertnrtseis	2459	18.276
6	240	715	5005	saehprtseiaesngr	2482	24.124
6	250	909	6363	toassprteeierdsn	2244	29.658
6	260	1973	13811	dtsleiaelrntsges	2750	58.736
6	270	708	4956	otersnrdeaiehcts	2662	21.792
6	280	938	6566	gesrdrteeainplsg	2917	33.715
6	290	1308	9156	nedssiretaltreps	2719	40.477
7	10	43	344	sntheaeslprdoibe	1436	1.034
7	20	125	1000	snsoetimrlapcess	1681	3.181
7	30	75	600	brtheaesdrlooesp	1348	1.62
7	40	224	1792	seosltrpeaiednst	2421	7.707
7	50	201	1608	hotsvareselrhtis	1706	4.7
7	60	235	1880	nacsterosidegnes	1961	6.236
7	70	484	3872	stediregenalstob	2227	13.751
7	80	289	2312	asedltseaenamrch	1549	7.917
7	90	542	4336	detsenrgsiaeepts	2296	16.195
7	100	397	3176	lstelercaieupsts	1561	10.707
7	110	444	3552	derslrteaiasmgnt	2135	12.89
7	120	297	2376	storinamogelsdrs	1796	6.899
7	130	421	3368	sdeconaruresbsth	1978	12.015
7	140	348	2784	arepttalsenireds	2210	12.091
7	150	329	2632	retltsilarearbst	1431	8.488
7	160	741	5928	plrsiaettnsedera	2384	24.16
7	170	358	2864	snaletisaretgpsr	2425	11.723
7	180	288	2304	nslroiaertndseig	2642	8.566
7	190	921	7368	depttirssanelegd	2567	27.721
7	200	894	7152	setcdrisenalstip	2629	26.775
7	210	788	6304	lctsaieaprntseso	2188	25.178
7	220	773	6184	svedeliratesmshd	1895	19.806
7	230	752	6016	sditenesatirslat	2357	25.155
7	240	755	6040	niafetlpsrestaid	2111	21.399
7	250	887	7096	singpresoatrcset	2261	28.689
7	260	952	7616	desrnitesarsepou	2312	31.425
7	270	1101	8808	peselarttinesedg	3057	37.974
7	280	1012	8096	seiptdrssaeohlbr	2055	31.547
7	290	699	5592	tsrdeaterilsdepa	2323	31.493
8	10	40	360	uretrtiseanoagrs	1119	1.418
8	20	114	1026	quiadltneaeenrsh	1226	3.8
8	30	102	918	aisomertserotasu	1269	3.838
8	40	144	1296	deltmatenirssecu	2172	5.976
8	50	116	1044	warsdetershreaoc	1425	4.527
8	60	154	1386	tdstetaeserlrnit	1795	6.442
8	70	326	2934	dgndberilateists	2147	12.977
8	80	168	1512	usofeprqutaiesnts	1399	5.113
8	90	498	4482	mstdpaeslerlstic	2353	23.394
8	100	491	4419	asetgntreaieslps	2945	18.872
8	110	236	2124	erseotimsnaseret	1909	9.404
8	120	559	5031	denacitelarspste	2550	19.793
8	130	497	4473	retedrnsieaipstl	2302	16.849
8	140	546	4914	alinstederasrpot	2127	19.56
8	150	757	6813	giesnrtdeiaeslps	2716	25.552
8	160	506	4554	esactrigatenplsr	2325	16.474
8	170	494	4446	dresertstaiewsnd	2228	17.07
8	180	623	5607	ddipelassretopid	2275	20.406
8	190	823	7407	rsedeatrblisspen	2353	24.617
8	200	764	6876	amedsrinetatelse	2248	27.166
8	210	473	4257	sechntreieasdpli	2192	15.521
8	220	494	4446	sdstnieaartntsei	1852	17.742
8	230	644	5796	dsroletppaessrch	2328	20.003
8	240	781	7029	denslitesartteps	2820	28.563
8	250	1074	9666	dsertertlasipems	2135	36.352
8	260	1154	10386	gsedrntraeiacspl	2958	40.869
8	270	931	8379	partlseieitpdnas	1974	30.263
8	280	996	8964	wlsriaeintrdsear	2362	33.489
8	290	1002	9018	spaserlttaeimsng	2645	32.368
9	10	45	450	denresetstahercp	1444	1.281
9	20	36	360	iasevrtadeinttsu	1106	1.189
9	30	123	1230	iltsnaengdreiest	1760	3.544
9	40	200	2000	hsametelrsirocan	1602	5.955
9	50	265	2650	stadanetgrisesop	1943	9.068
9	60	271	2710	dstdeaieplnrstes	2686	9.501
9	70	163	1630	rsadategprinosom	1687	5.401
9	80	183	1830	marsnetedistchat	1783	6.364
9	90	347	3470	srisetedinaldgis	2214	12.956
9	100	390	3900	alseteitsrnaaots	1789	12.846
9	110	493	4930	slpoaiosctnesers	1924	15.435
9	120	288	2880	ndrsheinstasaler	1693	10.128
9	130	510	5100	dtassengpirelats	3038	19.388
9	140	919	9190	piseltndaeeamsrc	2170	34.435
9	150	503	5030	lishnategeriesdo	2165	16.419
9	160	626	6260	rtdlseaenirpgtso	2383	21.804
9	170	1368	13680	serstipenalogesl	2746	47.066
9	180	794	7940	dertnisalatsbler	2347	27.772
9	190	421	4210	sedstneaairtlpse	2258	14.969
9	200	510	5100	csocaperritasesl	1654	16.782
9	210	1100	11000	deshnitegaralesc	2545	39.84
9	220	517	5170	rsdhleteharnscis	2176	16.056
9	230	676	6760	sredetaitsnlreed	1934	23.871
9	240	590	5900	rstietalirebgnsd	2422	18.73
9	250	1111	11110	stapenilrdessare	2633	38.092
9	260	673	6730	dnseeoirprtesacs	2092	22.579
9	270	615	6150	srosestntaeaorpl	1994	22.256
9	280	1494	14940	etsdgrepenalstis	3090	55.028
9	290	842	8420	lgreeandstieders	2386	29.634
10	10	67	737	ietsrniaaclrnsep	1451	1.576
10	20	97	1067	renttsiwetamsrep	1829	3.131
10	30	148	1628	rsladetiparelosr	1970	5.905
10	40	112	1232	tirtsnaetedslaro	1346	3.438
10	50	324	3564	rsrdeceeitalonsr	1628	10.267
10	60	170	1870	bassltreeieghsnt	1681	5.66
10	70	278	3058	stesuarprotapesh	1502	9.748
10	80	227	2497	gnidstleeaerrgps	1919	6.608
10	90	323	3553	saisltnraeeigrsd	2227	12.718
10	100	316	3476	detslaroitsponer	2198	10.805
10	110	627	6897	derslantpitesers	3190	25.703
10	120	741	8151	tseperatalinsdes	2427	28.364
10	130	374	4114	blchiaesntrnseio	2364	13.598
10	140	341	3751	tnocesirrttelasd	1854	11.637
10	150	396	4356	hiessprtoraitsed	1716	14.467
10	160	479	5269	sdiseralitepansr	2635	18.233
10	170	756	8316	sndnteiartlssapo	2339	27.437
10	180	537	5907	serstndeaeitcrsa	2175	20.424
10	190	718	7898	dgstrenicatesors	2099	26.602
10	200	851	9361	setsdnrteiaeflsm	2585	31.981
10	210	715	7865	osegrdanerittses	2390	28.217
10	220	419	4609	esretretenasdgil	2424	16.956
10	230	780	8580	plessiarrtngaese	2692	28.769
10	240	1102	12122	dtlpseassrtireng	2135	40.554
10	250	875	9625	sniseralotecsnid	2521	34.471
10	260	1646	18106	ptsrarepetilsnas	2906	69.803
10	270	944	10384	marepitslaneserd	2915	43.151
10	280	773	8503	epacsritanesegid	2263	30.272
10	290	1189	13079	itesnrtnseaidplf	2766	48.1
11	10	26	312	tehersmoeiusstae	747	0.858
11	20	115	1380	hsametiseranslga	1888	3.977
11	30	136	1632	unamsripeteshetr	1641	4.783
11	40	86	1032	hboctarhriesadnt	1100	3.051
11	50	277	3324	saesnrtceoaeplsp	1817	11.523
11	60	264	3168	gndaaierstrsteat	2247	10.542
11	70	309	3708	stirenapdresostd	2492	12.743
11	80	261	3132	rsseeatrdleiislh	1719	9.005
11	90	277	3324	sedenilarotssete	1796	9.868
11	100	470	5640	rsdcnetatiresaps	2533	20.254
11	110	611	7332	buneratdetesslar	1841	22.301
11	120	681	8172	lstmeiaednrsseta	2521	27.941
11	130	286	3432	rstoaesnspieuort	1759	10.607
11	140	551	6612	gdrsiretetanslig	2597	22.136
11	150	666	7992	dneseitrreladspe	2380	25.594
11	160	644	7728	sditineseralstob	2608	27.638
11	170	792	9504	pesolartteiesndl	2658	35.566
11	180	569	6828	tslirenaditrlase	2202	21.62
11	190	681	8172	osndtreieathpsci	2189	30.702
11	200	1892	22704	plegsiarrnttdees	2618	77.833
11	210	627	7524	desitrltsaeohmps	2152	24.085
11	220	965	11580	plsaiatitnreseds	2606	61.636
11	230	630	7560	slamerinrtessatd	2466	27.016
11	240	1897	22764	dresepinslattres	2964	78.753
11	250	1015	12180	onihtretseasdlpc	2377	40.625
11	260	525	6300	sopmtlaeestrreis	1845	20.174
11	270	664	7968	drawetilsnesegar	2694	27.669
11	280	653	7836	regssaniliteders	2891	27.617
11	290	877	10524	sueatnrdeaiersts	2404	39.062
12	10	39	507	salytimrenehorse	1131	0.967
12	20	29	377	tiquiesahetensrdi	663	0.734
12	30	171	2223	drlbeeaistnshter	2044	6.187
12	40	130	1690	tameritasenshedu	1829	5.205
12	50	111	1443	pireoensrttesage	1286	4.461
12	60	378	4914	nstcdeahirelntsr	1992	16.041
12	70	236	3068	snapitlirasegets	1715	9.597
12	80	195	2535	etamsnelitrehasd	1529	7.48
12	90	261	3393	soleretltiasgner	1587	10.558
12	100	425	5525	plrsiaegstnaeire	2177	15.324
12	110	372	4836	stesirapeniltsed	3073	17.231
12	120	266	3458	gstdarenetistlat	2009	10.851
12	130	598	7774	seditinslaetsprs	2499	26.392
12	140	495	6435	rtsmseapdnilores	2359	20.093
12	150	279	3627	segsrtnaaitrfmes	1954	9.917
12	160	388	5044	itsgarenetidhsal	2348	15.847
12	170	631	8203	erodsnetitascrel	2312	27.325
12	180	317	4121	secsdlrteaeegtss	1800	13.538
12	190	886	11518	tsdaarenelitspas	2717	34.091
12	200	325	4225	moseontrrieactsp	1706	12.647
12	210	1207	15691	dlcsieaisrntotes	2610	51.593
12	220	1223	15899	sedoparslitedent	2985	55.617
12	230	527	6851	renbsiaomtrteaes	1862	20.382
12	240	674	8762	rgnsseiopstlorae	2029	25.763
12	250	719	9347	steheratonissged	2318	29.634
12	260	691	8983	paestrlpseiadnts	2994	31.324
12	270	535	6955	sresgaltnitatser	2264	22.432
12	280	1073	13949	paerstlpteissrna	2356	45.997
12	290	1195	15535	sresetipgnalsres	3322	55.208
13	10	25	350	nirtretqsatobenu	742	0.818
13	20	76	1064	astecnaloredutse	1421	2.911
13	30	88	1232	rsesteltdiaeesrd	1822	3.96
13	40	186	2604	ditserpmseaeclts	1780	7.341
13	50	225	3150	setartnrpaiewlms	2254	9.619
13	60	288	4032	saestirtnelasacs	2087	12.498
13	70	202	2828	asoimntrcaethers	1437	7.107
13	80	176	2464	lestdnrueaoslbte	1506	6.09
13	90	399	5586	otessrlmeiaednts	2693	18.199
13	100	169	2366	tnlboeiasrtspare	2013	8.158
13	110	262	3668	resdveteniradels	2065	11.702
13	120	564	7896	litssanetergdics	2596	27.124
13	130	370	5180	lebotarusentrdis	2186	14.963
13	140	407	5698	lersiatitsngreso	1926	16.068
13	150	523	7322	hsmdpitelanesers	2470	21.527
13	160	609	8526	isradgebenalstis	2418	23.071
13	170	304	4256	artseierldneoist	1747	12.594
13	180	604	8456	srestniteraprges	2452	26.477
13	190	897	12558	atessrlpeiaentsd	2717	43.515
13	200	316	4424	etissnrmseaedits	2030	16.187
13	210	466	6524	uopsstrenetadils	2293	20.746
13	220	608	8512	repstlaesitrrens	2432	28.281
13	230	1059	14826	dengliteparsseto	2941	52.823
13	240	758	10612	csidaregetanslis	2665	35.556
13	250	518	7252	rpseeliratenrstd	2230	22.222
13	260	698	9772	srapetilanessgtr	2866	34.92
13	270	1208	16912	oreptnalesitdres	3043	62.936
13	280	639	8946	rsteenarglimpsed	2339	27.37
13	290	1251	17514	gdesrntreaieglps	3177	59.027
14	10	16	240	lkmnlaearstltedt	769	0.489
14	20	64	960	glsreretenaptsir	1706	2.832
14	30	83	1245	edetslnrgiaeonst	1730	3.263
14	40	90	1350	nstteiaertrpdesa	2122	4.368
14	50	405	6075	srcoeeitdntaaisr	1562	15.4
14	60	419	6285	wrtssaeimlnspiga	2031	18.593
14	70	165	2475	rasebotrrinedesg	1792	7.422
14	80	220	3300	slnsteiertamsrls	1581	9.781
14	90	224	3360	nsadorepatissner	2067	10.689
14	100	223	3345	ilidatensregesra	1766	10.533
14	110	504	7560	dtrpseaerlsteoia	1858	24.251
14	120	370	5550	asetgtaroniltsep	1946	18.516
14	130	251	3765	lastprtaseintsng	1822	11.665
14	140	697	10455	bitslaneperidsta	2902	31.563
14	150	919	13785	odisinettarrseds	2020	37.495
14	160	781	11715	retostrseaieblnd	2801	35.961
14	170	498	7470	esadtreneaitplsp	2385	23.028
14	180	707	10605	niasslrcetaerstd	1967	31.697
14	190	478	7170	sropetarnsecaith	1952	25.177
14	200	478	7170	pstolatrreiestns	2225	22.385
14	210	489	7335	rtsieatemlrspiep	2005	23.643
14	220	764	11460	psrieatecrnssout	2170	37.432
14	230	551	8265	serstalenigasemr	2371	26.912
14	240	474	7110	slmsceaiirtntses	2210	26.183
14	250	371	5565	talquseredterinas	1435	14.879
14	260	1072	16080	rtseaitrlneapstd	2270	50.872
14	270	882	13230	speliratentsdser	2525	41.529
14	280	1047	15705	eredsnilotapures	2830	49.162
14	290	983	14745	opedsraletisdeng	2679	48.013
15	10	26	416	tsaptertraeoindb	1177	1.099
15	20	97	1552	nehsritasalutebr	1548	4.174
15	30	176	2816	eatymrlseiaedstp	1934	7.779
15	40	156	2496	sehprtesealrpdit	1702	6.625
15	50	307	4912	enedsriletaphcse	2711	14.17
15	60	200	3200	napllesaitriased	1620	8.591
15	70	187	2992	amstinealdtreges	1428	6.821
15	80	448	7168	saestrtnesianelp	2220	23.811
15	90	220	3520	sretterpeasolhct	1622	9.716
15	100	333	5328	tesostrnieaicldm	2181	15.933
15	110	586	9376	srimetastnelisud	2113	27.23
15	120	501	8016	rmsteaietlrnseds	2569	23.817
15	130	304	4864	setodnrsioaetcht	2036	13.77
15	140	448	7168	geesrntreiaedslb	2714	21.153
15	150	491	7856	sresenchitarples	2187	22.229
15	160	471	7536	stihretsdalasepb	2033	22.698
15	170	1009	16144	apseglatenirtsed	2640	47.769
15	180	506	8096	sehidrtceiassplw	2590	20.714
15	190	653	10448	relpdiasentrgseo	2868	31.928
15	200	280	4480	esrptaeterisrmun	1537	13.145
15	210	740	11840	srspetalniteders	2712	34.719
15	220	780	12480	drglseaeltnraies	2456	38.32
15	230	930	14880	ngdssinelaredets	2433	40.715
15	240	807	12912	gnedtlireratspes	2474	40.318
15	250	1173	18768	ednrriestaltsers	2284	54.045
15	260	547	8752	cedslaremintresa	2671	27.138
15	270	467	7472	esougrtrenaeitsl	1878	20.134
15	280	1318	21088	snestitrraloseps	2773	65.441
15	290	852	13632	uorapsttaiestrdr	2031	40.043
16	10	40	680	drecesrttaesfgpw	1375	1.5
16	20	73	1241	tshteiactrneuost	1663	2.972
16	30	65	1105	maesirtlseaedhst	1713	2.989
16	40	69	1173	esohrtrltaiesedn	1785	3.089
16	50	339	5763	osebtlaretinrsed	2468	15.712
16	60	314	5338	rtsleaiatrngesed	2259	15.237
16	70	217	3689	spgsanldtieasers	2070	9.964
16	80	222	3774	psetsrtdeaephclr	1777	12.593
16	90	520	8840	desirtsroaeosplc	1951	25.046
16	100	350	5950	trapseisrntldeae	2144	17.02
16	110	364	6188	netsstertladocis	1646	16.084
16	120	420	7140	setorniperalsted	2459	19.362
16	130	481	8177	sedsterilanesigs	2681	25.044
16	140	652	11084	tepoasramitedens	2144	31.133
16	150	557	9469	dlshkeattcresohs	2023	23.983
16	160	750	12750	bidslaneretrstso	2401	34.831
16	170	303	5151	dlereiassrettnod	2131	13.9
16	180	818	13906	elcdsaiertnreges	2772	38.424
16	190	965	16405	perclatesinspter	2636	46.039
16	200	737	12529	dplsseiamrtnuaes	2864	37.737
16	210	526	8942	rgstneaoetrdtsei	1790	25.706
16	220	1197	20349	dnersitslarepedc	2593	58.926
16	230	650	11050	rtlcseaenrspites	2379	35.086
16	240	907	15419	retssrateniltsed	2473	48.09
16	250	1315	22355	seetplrseaiestng	2889	71.319
16	260	1423	24191	plsgeainrtedatsr	2621	70.679
16	270	743	12631	raisgntlseeadrsp	2603	40.605
16	280	645	10965	rgnaaeisstelorad	2230	35.81
16	290	686	11662	sesumitonaregest	2292	35.47
17	10	51	918	llbreiaeetsdrsew	1570	2.349
17	20	94	1692	htsetenasirstabo	1422	4.283
17	30	162	2916	etraaseiorngcdes	1298	6.976
17	40	112	2016	tesednrtoaoarghc	989	4.691
17	50	123	2214	lesadatesirepons	2170	6.897
17	60	442	7956	iaesdltrseiartns	2376	24.904
17	70	362	6516	rplbseaietsrdnet	2266	20.145
17	80	326	5868	poncsrteeaesblph	1706	17.366
17	90	183	3294	tsedenitdralseps	2576	9.848
17	100	349	6282	speceraneritades	2436	18.226
17	110	494	8892	simadalsretiseng	2203	25.478
17	120	287	5166	ststnepodirehats	1985	14.297
17	130	467	8406	peniagrtreeadstl	1586	22.095
17	140	679	12222	drlpeiaenstretes	2728	38.202
17	150	626	11268	dllpeiaentrssget	2565	32.931
17	160	781	14058	plsteaietnrdseus	2851	39.601
17	170	795	14310	rdmlaeiasntrites	2721	40.83
17	180	790	14220	esedrtnrsaieepls	3035	41.755
17	190	418	7524	seestrndoaeiblst	2578	21.515
17	200	1011	18198	sdteeaistrlnseeg	2505	52.378
17	210	585	10530	dplrseairtnsaier	2614	31.128
17	220	465	8370	tsrpheourctseane	1557	21.784
17	230	521	9378	sdeselatgrivsned	2597	24.878
17	240	619	11142	gsernrtseiatspec	2314	33.178
17	250	2000	36000	relptaissnteders	2670	107.569
17	260	708	12744	bishlateterisons	2471	35.213
17	270	1035	18630	lsaratngriesodrt	2113	50.64
17	280	1196	21528	dserretilanssige	2811	61.453
17	290	1140	20520	saesrntrgeiadslp	3082	59.065
18	10	34	646	eraealenpstmqers	954	1.222
18	20	66	1254	dmshaeafrtnloise	1467	2.775
18	30	164	3116	sltafeatdressnrh	1574	7.194
18	40	150	2850	tsesenitdralerse	2036	7.366
18	50	119	2261	otstsnaeesirrtem	1603	6.409
18	60	253	4807	srietesnratodeli	1779	12.734
18	70	274	5206	petssrapteimdnst	2020	13.87
18	80	235	4465	rstdetnelisrfape	1972	10.717
18	90	267	5073	psegrinrletoetsc	1729	13.165
18	100	614	11666	tenosirspatelesh	2597	35.7
18	110	438	8322	seapatrdcteiihsr	1740	21.799
18	120	490	9310	psnoledigarenits	2313	26.2
18	130	562	10678	renosatsileiabld	1628	27.99
18	140	524	9956	btessrndeaieplts	3025	28.312
18	150	367	6973	ocessrtnieaispls	2583	20.209
18	160	1083	20577	dnlbseiatrtspaeh	2585	57.647
18	170	825	15675	srepetisdnalgrep	3001	42.113
18	180	832	15808	dplcreaisrtnates	2997	45.625
18	190	897	17043	opetsrasetilsned	2931	53.184
18	200	612	11628	setsgnreiaerltsd	2614	35.908
18	210	838	15922	destliregatenims	2331	44.208
18	220	567	10773	destlirenatogesh	2505	32.502
18	230	1204	22876	tthsseacdrnirets	2140	61.377
18	240	709	13471	spicelattressipr	2363	39.839
18	250	534	10146	rstaaeirlnedgist	2251	29.586
18	260	917	17423	siesdrtnreaisclb	2777	52.351
18	270	445	8455	sedurenopatrhcse	1893	24.813
18	280	1020	19380	clpdiaeintrsseta	3088	61.085
18	290	887	16853	pstslanetiradest	2647	49.94
19	10	30	600	narsesteenithrel	1182	1.412
19	20	90	1800	otsoierglanodets	1323	4.28
19	30	106	2120	staderipsnelitas	2256	5.589
19	40	87	1740	ostadeierenscato	1413	4.473
