Param1	Param2	Boards Accepted	Boards Scored	Board	Score	Time
70.0	80	112	634	nhersitslartpege	1934	4.526
70.0	100	85	604	thpssaeerltrceis	1744	5.592
70.0	120	116	1169	hotgprnsaeiesttd	2157	9.972
70.0	140	178	1100	ednasiettarscepx	2024	9.504
70.0	160	104	1132	enalstisertstaeh	1823	11.883
70.0	180	105	1039	rtsdtaeilernpstg	2133	10.294
70.0	200	170	1272	gneseiatdrtlsees	2334	11.715
70.0	220	66	1179	drlceiaestnrates	2570	13.472
70.0	240	122	1034	meresaitltsnieer	1904	9.111
70.0	260	83	707	apetltsrseaenidp	1742	6.11
70.0	280	121	1661	rstanermgiaeslts	2204	14.617
70.0	300	92	1635	stlpeiaesrnstega	2625	16.81
70.0	320	112	714	equierstriaeshltt	1120	4.786
70.0	340	115	1919	lstlaieaprnsseto	2692	18.908
70.0	360	107	2266	slpseiaerntrgsed	3175	24.378
70.0	380	84	2180	sresedtlirasspet	2148	19.904
70.0	400	172	2034	singntreeaescdlp	2234	18.372
70.0	420	79	2329	snestriletapdnsw	2920	23.37
70.0	440	90	1535	sdetenrsgaiewsth	2230	13.564
70.0	460	71	3014	stilenapgrissdet	2881	33.591
70.0	480	88	2148	sgdsrenilatrpset	2494	21.106
70.0	500	68	2702	sepstralenicgdse	2524	30.657
70.0	520	83	3387	aniditepsrascetl	2196	34.617
70.0	540	65	2711	peasrpsruoettsrd	1654	25.671
70.0	560	67	1974	oiespltnseacdrhs	2328	18.372
70.0	580	90	3119	snsditeilarrdeps	2391	32.059
80.0	20	103	326	inslteitsranuecp	1454	1.771
80.0	40	154	517	setortblheaecpsr	1365	3.271
80.0	60	189	865	csttearelopsgvot	1121	5.562
80.0	80	136	539	stiteroninataces	1383	3.669
80.0	100	104	697	nuecisreteatdnsm	1340	5.418
80.0	120	111	412	sicsrnoeetrnsiat	1280	2.263
80.0	140	118	1002	rclsseaintreiohs	2022	8.749
80.0	160	90	938	sobaprlieaedttse	1747	9.05
80.0	180	162	1297	selsniragatestsh	2117	11.434
80.0	200	100	1424	sdeterettnassilp	2473	15.789
80.0	220	205	1302	detoinrslaeeestr	1989	12.634
80.0	240	89	1604	ttlssaecpernrsti	2171	16.842
80.0	260	136	1797	stdlneaeairpstsa	2072	17.103
80.0	280	320	2134	sntdiaestrlcseap	2626	19.228
80.0	300	88	1180	ntsraiedlgntdera	2108	11.102
80.0	320	274	2080	dtseeiapsnlrites	2520	18.495
80.0	340	145	2167	dpseelatatirsnes	2930	21.903
80.0	360	114	2312	epsraledstineras	2532	24.024
80.0	380	170	1504	rstcdealtrepsbos	1991	13.248
80.0	400	184	3306	desatnrteaieslps	3048	37.721
80.0	420	168	1228	sidsrledetartpsw	1753	9.701
80.0	440	134	1405	trmseiaestngresi	2349	13.88
80.0	460	127	2651	splreaietrnduseg	2757	28.154
80.0	480	172	2214	onedistitarslepo	2145	19.469
80.0	500	163	2144	seedtrnteaissmle	2661	21.092
80.0	520	115	2672	rstpseeadntroias	2079	29.244
80.0	540	87	1700	rsedetinurasobet	2442	18.388
80.0	560	230	2694	hsdtceretaerslps	2449	24.604
80.0	580	127	1863	otessrndeaiertsr	2353	20.818
90.0	20	178	529	lirtfateernssitw	1088	2.904
90.0	40	250	972	pnecestlpieaarts	1364	6.659
90.0	60	103	592	dlcseairrtneseti	2044	5.065
90.0	80	85	921	dnshetacsrildpes	2224	8.14
90.0	100	206	999	sdthciesmltrlias	1254	6.272
90.0	120	92	913	bdlbaeiatrstiset	1925	7.082
90.0	140	256	1358	setirsnreiaedlst	2519	10.571
90.0	160	167	1103	splcneasirtdtset	2135	8.723
90.0	180	310	1803	uospbtrieatersls	2135	12.843
90.0	200	151	1236	strsieagsrenetid	1873	10.131
90.0	220	243	2009	etsodirpneaestsl	2428	16.603
90.0	240	171	1675	tstseaiedlrniosg	2442	12.873
90.0	260	204	1586	gesarntreaietlps	3005	15.639
90.0	280	225	2400	gisenrtseaeistld	2179	23.387
90.0	300	63	2435	sdispertlatesins	3006	32.824
90.0	320	258	1757	rdeseritscanalet	2453	16.248
90.0	340	311	2183	sensrtaioptrnsed	1954	15.17
90.0	360	146	1048	quialntrssesenido	1518	8.012
90.0	380	148	1736	seerdtnsteaisrlp	2295	15.548
90.0	400	173	2425	anetgrissealhteb	2349	21.882
90.0	420	237	2143	quslptiaearntsges	2578	18.612
90.0	440	344	2769	dsrenelptiassret	2605	23.894
90.0	460	159	1839	sactnerstipesald	2639	16.762
90.0	480	176	4667	senalitsparesedr	3022	49.159
90.0	500	138	1305	snesgriteladsper	2879	11.948
90.0	520	143	3158	stlseiaerdnrsetg	2874	28.773
90.0	540	157	1872	espltriaenetudst	2168	15.759
90.0	560	169	2840	etlpsiasnertgode	2177	23.36
90.0	580	287	1865	sclseiaerntrdeso	2979	15.092
100.0	20	48	128	streeiseralawogf	1194	0.744
100.0	40	296	693	dnsteiaemrtscaea	2074	4.346
100.0	60	293	910	dnsdaeitrstaater	1611	6.402
100.0	80	213	967	tsrteatenilstsac	1760	7.173
100.0	100	220	1362	eridstemirasanet	2042	14.69
100.0	120	309	1038	caectnrteiaesdlp	1707	8.531
100.0	140	175	962	limdtsneeretidal	1611	7.032
100.0	160	290	1038	yrdvtaiesetsbrof	1405	6.896
100.0	180	214	1138	resrlinepatiorsh	2137	9.544
100.0	200	199	1479	lprgsaeetnrstedt	2074	12.722
100.0	220	296	1396	detssoranipegers	2209	10.09
100.0	240	265	1727	srametilsnectras	2530	13.718
100.0	260	321	1627	castretesilaagns	1986	12.463
100.0	280	264	1864	rstlheaestrppuos	2167	17.095
100.0	300	276	2164	dtspseralitefans	2723	18.545
100.0	320	275	2226	sitdgresenalstib	2955	20.093
100.0	340	160	1397	edrsseiatalenips	1913	11.742
100.0	360	73	1665	matspireselctars	2313	17.303
100.0	380	346	1903	clmseaiesrtnreas	2626	16.805
100.0	400	254	1926	spesarlbetaehstn	2011	15.012
100.0	420	164	2062	staeenrtrgiaselm	2298	19.007
100.0	440	248	1750	sdesarntteiaeslp	2730	16.468
100.0	460	166	1109	gnehasislratcquel	1283	7.026
100.0	480	195	2738	sesontrpaieaplst	2673	27.592
100.0	500	300	2617	splseaiedrtnsets	2981	24.872
100.0	520	171	4106	idessntreiaermlp	2812	39.362
100.0	540	297	2382	sarsbiteplntseas	2260	17.773
100.0	560	354	2557	splseaietrndstes	3155	22.843
100.0	580	219	4147	hsedetalsripgnes	3168	43.928
110.0	20	37	104	aarhtsecjeandort	846	0.561
110.0	40	295	787	dertnisrotaeoats	1403	4.458
110.0	60	302	1241	nresdesnmetisara	1649	8.409
110.0	80	285	1226	cterirepesamstin	1884	9.255
110.0	100	249	1376	rtshieaesnrlgtes	2180	10.667
110.0	120	199	818	cpeneratnststier	1824	5.795
110.0	140	240	1433	aicartnteaselptr	1673	10.975
110.0	160	135	1061	seetrnvreiaestls	2358	9.044
110.0	180	332	1820	stamrredetilsnas	2341	15.115
110.0	200	336	1704	serspatelinasemc	2652	15.543
110.0	220	411	1741	aesgblrneaiestnd	2367	11.882
110.0	240	244	2254	tsitoretelasspcs	2002	20.814
110.0	260	284	1996	aisdtrepetalsnic	3034	17.987
110.0	280	305	1523	saistnrtdeaeplsc	2373	11.958
110.0	300	410	2216	lerssaeictndseig	2097	17.347
110.0	320	326	2120	peinsrteetasdlim	2181	17.453
110.0	340	291	2908	sierpltsorasstec	2162	23.27
110.0	360	303	2757	deptrisaretrstno	1847	21.127
110.0	380	356	3176	tsedirecenaltsip	2410	28.939
110.0	400	252	2061	dmteeiassrngated	2529	17.011
110.0	420	299	2118	misdgretenalstis	2763	17.476
110.0	440	261	1576	sermplaeainsster	2532	12.27
110.0	460	451	3120	renssatoliredens	2509	24.889
110.0	480	194	2364	petslarecineestd	2767	22.62
110.0	500	187	1325	gdesenittralseps	3157	11.912
110.0	520	227	2690	gestnlpriaeirtsd	2455	22.831
110.0	540	325	2702	dgsonertitaetlsp	2388	22.334
110.0	560	189	3287	reigstrntaeiedps	2209	32.232
110.0	580	295	4973	serglanepitssera	3357	49.986
120.0	20	78	146	evtvooeahlrsqueet	573	0.617
120.0	40	254	731	bptslaeternidysa	1460	4.211
120.0	60	369	830	egetsrasotelvnie	1621	4.685
120.0	80	363	798	isrtteenatidsrew	1503	4.007
120.0	100	391	1082	rscspaerolenrsid	1253	5.894
120.0	120	337	1347	geissneditarylso	1975	9.38
120.0	140	449	1824	detasnrstieaatcd	1895	12.97
120.0	160	266	1631	stlbeaisrnettisr	1983	12.567
120.0	180	391	1974	anhsiteperaldstb	2199	16.725
120.0	200	250	976	sdnrreeitalpsibs	2098	6.717
120.0	220	286	1969	tepssaroniltdesy	2541	17.642
120.0	240	274	1692	eshdlatetirosens	2394	14.691
120.0	260	472	2186	gnresitsdalirepm	2067	15.229
120.0	280	338	1481	sngleaiemrtsoude	1981	9.914
120.0	300	408	2380	enilsrapatesenit	2213	21.657
120.0	320	367	1608	tersstrdeiaednts	2413	13.387
120.0	340	286	1243	srenatistletserd	2066	10.407
120.0	360	429	2856	steserapdnilagse	2549	25.817
120.0	380	323	2023	banertissetldals	1866	15.619
120.0	400	301	2459	slisetansretochs	2243	22.111
120.0	420	225	818	tegilsnequiteears	1311	4.372
120.0	440	206	2482	slecgnareditsres	2775	22.882
120.0	460	394	3686	dstereantridosel	2189	36.059
120.0	480	371	2469	setslrineaedtsst	2038	24.519
120.0	500	360	3560	splspeaiartncsed	2847	34.853
120.0	520	274	3003	sapireladitsaner	2301	26.287
120.0	540	469	3198	rdngseaiprtlcaes	2548	27.757
120.0	560	174	2266	asactrepenissdat	2313	18.58
120.0	580	306	3496	hredetinsatspore	2304	31.051
130.0	20	169	279	cetursnhdedhtwal	450	1.086
130.0	40	450	1137	setlrtaeaisrpsnu	1661	6.553
130.0	60	260	602	wodsrateteripsnqu	1483	3.346
130.0	80	368	850	wpqugjsarrteedepn	510	3.514
130.0	100	328	1478	rtlpeiaesrtsated	2177	10.978
130.0	120	478	1604	pemisarsitetsnad	1993	9.984
130.0	140	316	1110	eieotrntsaiselpm	2077	7.607
130.0	160	417	1534	pdstareretansliv	2046	10.22
130.0	180	484	2002	sootplrseaeirstn	2048	15.191
130.0	200	216	1798	gesentrsaieabldr	2386	16.462
130.0	220	394	1215	tplnsaieetrdires	2366	8.285
130.0	240	321	1836	sredetifslarised	2145	13.666
130.0	260	340	2436	saestnlpeiaesrts	2629	20.349
130.0	280	223	1623	sedstnrpeaieslts	2686	15.282
130.0	300	384	2260	eniosetrrtaeocsd	2048	16.817
130.0	320	380	2627	serstnapatilsres	2908	25.086
130.0	340	394	1999	orelstapensmarie	2127	15.985
130.0	360	236	2353	atessripenaldtes	3048	23.401
130.0	380	445	3309	blegpandsiteters	2474	27.581
130.0	400	299	3627	desonirpstaeresl	2722	31.775
130.0	420	471	3484	capssiretentlaso	2743	30.793
130.0	440	293	3486	dtrsseteralscepo	2277	32.315
130.0	460	432	3695	esnglitetarssemo	2742	33.417
130.0	480	464	3606	sensrtimeraltsep	2643	33.113
130.0	500	340	2449	gnesiripetadtser	2409	24.06
130.0	520	518	2073	stdsperglanesits	3190	15.893
130.0	540	289	1227	trequehseetalsreg	1184	7.636
130.0	560	352	3991	strgniaeetlssrop	2535	34.263
130.0	580	350	3594	dergsenapitslare	2956	34.23
140.0	20	521	937	kiterenrtseawagr	1076	5.573
140.0	40	247	714	dtsheiaprnlecest	2112	5.109
140.0	60	387	989	serscoterasswety	1305	5.799
140.0	80	436	1074	srcleaekntldisip	1778	5.907
140.0	100	325	1334	pertlatesinsregu	2695	9.995
140.0	120	442	943	ilansmedreiretsp	1503	4.784
140.0	140	388	1879	seisrlvrtaeestnd	2008	13.507
140.0	160	413	1952	rblsoeaidrstties	2041	14.117
140.0	180	506	2952	predotissnalerec	2428	24.174
140.0	200	491	1737	setolarsminesagd	2379	11.797
140.0	220	392	1993	snergtisraleseps	2327	14.937
140.0	240	419	1961	dtscseaerlprlios	2040	14.589
140.0	260	376	2128	sedstirpnaledesh	2605	16.521
140.0	280	391	1751	asnsliaeedrtsres	2076	12.429
140.0	300	599	2772	telosarsmitedena	2661	21.768
140.0	320	529	2394	esidrtensatsmipe	1964	16.978
140.0	340	374	2270	dntsieapsriloten	2153	17.738
140.0	360	393	1833	sphsreaceltrdise	2195	13.54
140.0	380	260	3495	slaseitrranegeds	2480	32.431
140.0	400	522	3637	esrapatilenedirs	2257	31.117
140.0	420	449	3154	saesctrpteiasnds	2360	28.556
140.0	440	379	2413	cnseiretatadlsel	1921	19.942
140.0	460	416	2878	osndtreieathpsce	2173	24.039
140.0	480	591	3507	linspateseritrds	2812	30.742
140.0	500	284	2267	retasangtireseds	2299	21.04
140.0	520	381	3795	diaperltsaesthpd	2035	32.583
140.0	540	414	2420	isnquletiharectsr	2065	17.261
140.0	560	479	3414	slasepitarenctsg	2857	28.42
140.0	580	382	2739	gansretiseladips	2847	24.212
150.0	20	424	825	tpamositeresdpan	1328	3.91
150.0	40	391	850	raquanerctateossb	731	4.564
150.0	60	365	1298	detnsiralaeiestn	1532	8.377
150.0	80	438	838	dearostirenabust	1257	3.863
150.0	100	452	1376	dlsoetahsricapen	1954	8.596
150.0	120	554	1942	osnomitelarssepo	2359	13.236
150.0	140	465	1769	sesartneaiesslpr	2392	12.876
150.0	160	469	1665	partdensritesalr	2080	11.37
150.0	180	471	2406	otelsrideaenlpts	2527	18.295
150.0	200	515	1990	earelrtsaieapsnd	2175	14.652
150.0	220	529	2259	sttseiaenrlbgsop	2745	15.723
150.0	240	452	2066	sgerinatelissred	2594	16.068
150.0	260	553	2099	snrseioecrtlasae	1995	14.127
150.0	280	604	1946	depseratstierens	2311	12.985
150.0	300	487	2779	perssatelintdeso	2841	23.453
150.0	320	415	2943	esndcitelarsdepe	2667	26.668
150.0	340	646	2999	ngldiaesmrthresc	2196	22.125
150.0	360	405	2327	penssitaatrpleso	2202	18.801
150.0	380	484	3167	splseaiertnrsges	3398	26.627
150.0	400	433	2305	sldsgaernetarist	2067	16.546
150.0	420	527	2752	blsdaieantrpteso	2680	23.616
150.0	440	571	2123	dtasselgriniveta	1871	14.328
150.0	460	301	3186	slpeeiasdrtesert	2594	29.509
150.0	480	492	3296	psndeaieltrsseat	2593	29.576
150.0	500	484	2980	sdoranesetipsral	2993	25.453
150.0	520	566	2673	sredelinpatehsrs	2696	19.638
150.0	540	461	3110	slpstaererchsdes	2292	24.703
150.0	560	519	4110	oresslinepatdres	2849	36.851
150.0	580	450	3991	useptralenitgdes	3122	37.334
160.0	20	700	1146	lgocenresiedatzt	813	4.176
160.0	40	613	1273	testcinelartsetn	1752	6.445
160.0	60	562	1237	vetslirdseaehtrh	1422	6.018
160.0	80	643	1564	csrsoaleeitpsnas	1630	8.269
160.0	100	605	1848	gnmseiaerstrtets	2036	11.895
160.0	120	580	2046	dloheiacnrtsseeh	2350	13.352
160.0	140	553	1596	snertitslaresepg	2455	10.484
160.0	160	693	1774	lrtdpaesstinerop	2077	9.791
160.0	180	591	2764	ttegesardetirsnc	2021	20.174
160.0	200	645	2198	sredemtnatissler	2326	14.435
160.0	220	526	2558	etrcsraeeitsdnal	2425	19.31
160.0	240	697	2274	resotrntaieaspld	2492	15.479
160.0	260	621	1878	quarwmtseeitersin	1140	10.283
160.0	280	457	2695	sousrltreaiegnsd	2699	22.37
160.0	300	520	2400	seustnrteaiedsld	2692	19.485
160.0	320	470	3232	rtsplaereinedstd	2053	25.741
160.0	340	540	2644	srnoterscatelind	2167	21.086
160.0	360	459	2829	slorenipetassret	2304	23.228
160.0	380	425	3550	dplsseaccrthites	2230	30.041
160.0	400	647	2938	esaplttraiesnmnt	2006	20.214
160.0	420	521	3180	hsdtterinamegils	2334	24.649
160.0	440	540	3437	serstrneeaitplsp	2856	30.624
160.0	460	784	3407	esaerptrseiatndl	2349	25.379
160.0	480	632	3554	dremelapstisreng	2613	25.989
160.0	500	415	3896	sedrrtneeaissplt	2752	37.32
160.0	520	607	5261	saesgntrdeiarslp	3155	44.086
160.0	540	569	4822	oseaplrdeaiegnts	3088	45.476
160.0	560	412	4891	oserplrdeaiegnts	3007	47.952
160.0	580	604	4782	setsntreeiaprdls	2769	43.466
170.0	20	352	600	ytasenstrsieaild	1210	2.776
170.0	40	567	1252	steddnaseirtrmow	1412	7.055
170.0	60	708	1809	msneaitdltaeesrc	1901	9.701
170.0	80	482	1375	hlasaitrmenetsra	1526	8.32
170.0	100	420	1109	snapetisaregsdin	1999	6.909
170.0	120	533	2044	gnaletissreponah	2269	14.486
170.0	140	588	1737	pesctalprtiasenm	2118	11.103
170.0	160	744	1894	orepsnilteashrth	1986	10.769
170.0	180	626	2370	fresetrnsaieledl	2162	17.124
170.0	200	696	2189	psnelatiieredtso	2078	13.847
170.0	220	628	1586	ntaboetlsresedap	1783	9.053
170.0	240	757	2547	oticsnelerapitsm	2488	17.72
170.0	260	553	1552	hsnitetaralssepi	2186	10.241
170.0	280	705	3035	sepsdraletiesend	2424	21.788
170.0	300	639	2503	staeeirpnteosrsn	1851	18.148
170.0	320	543	3722	segstanelirtcese	2514	32.654
170.0	340	673	2592	patssirenecaditn	2144	19.79
170.0	360	564	1489	ssiquyltdleaetrsp	1292	7.432
170.0	380	715	2937	rgnseaiepltrseas	2914	23.959
170.0	400	518	3098	esaltritonessgat	2204	25.386
170.0	420	644	2633	tsetirapetilsned	2612	23.409
170.0	440	594	2467	sresenaletipssam	2523	20.914
170.0	460	510	2580	litdpanesirsteta	2485	22.394
170.0	480	264	1776	drspetalsnitores	2985	15.47
170.0	500	576	3374	gnlseaitsrteders	2425	28.849
170.0	520	748	3294	snesiteleracrsti	2234	25.061
170.0	540	568	4036	dsnieitelarsspet	2605	36.847
170.0	560	751	4548	sergtinasatspreh	2459	40.051
